antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'21977'}),frozenset({'21212'}),0.036099719404273686,0.0555255773796676,0.018076840060436004,0.5007473841554559,9.018319264498455,1.0,0.01607238229726972,1.8917766129730613,0.9224134603253119,0.2457813646368305,0.47139636194760376,0.413153089551003
frozenset({'21080'}),frozenset({'21212'}),0.03949924454996762,0.0555255773796676,0.0114936326354414,0.2909836065573771,5.240532747056669,1.0,0.009300414275743758,1.332091093175498,0.8424560848235481,0.1375968992248062,0.24930058828322643,0.24899034555274102
frozenset({'21212'}),frozenset({'21080'}),0.0555255773796676,0.03949924454996762,0.0114936326354414,0.20699708454810498,5.240532747056669,1.0,0.009300414275743758,1.2112197026447098,0.8567513174803836,0.1375968992248062,0.1743859534182855,0.24899034555274102
frozenset({'21212'}),frozenset({'22417'}),0.0555255773796676,0.021962011655514785,0.011439671918843082,0.20602526724975703,9.380983421799748,1.0,0.010220218541251633,1.2318250795672891,0.9459243644485742,0.173202614379085,0.18819642773365503,0.36345489406713893
frozenset({'22417'}),frozenset({'21212'}),0.021962011655514785,0.0555255773796676,0.011439671918843082,0.5208845208845209,9.380983421799748,1.0,0.010220218541251633,1.9712876410588476,0.9134628497072219,0.173202614379085,0.49271735936879046,0.36345489406713893
frozenset({'21212'}),frozenset({'84992'}),0.0555255773796676,0.02703431901575653,0.012195121951219513,0.2196307094266278,8.124144325537458,1.0,0.010694025778803504,1.2468016011616272,0.9284635908180595,0.17331288343558282,0.1979477736728005,0.3353642569089227
frozenset({'84992'}),frozenset({'21212'}),0.02703431901575653,0.0555255773796676,0.012195121951219513,0.4510978043912176,8.124144325537458,1.0,0.010694025778803504,1.7206606753919511,0.901275482784565,0.17331288343558282,0.4188278872752125,0.3353642569089227
frozenset({'21213'}),frozenset({'21212'}),0.026926397582559897,0.0555255773796676,0.013382257716382474,0.4969939879759519,8.950721657114034,1.0,0.01188715394385635,1.8776603063248842,0.9128571185800941,0.19375,0.4674223039004936,0.36900233898311685
frozenset({'21212'}),frozenset({'21213'}),0.0555255773796676,0.026926397582559897,0.013382257716382474,0.24101068999028183,8.950721657114034,1.0,0.01188715394385635,1.2820649640045403,0.9404989098642998,0.19375,0.220008324011529,0.36900233898311685
frozenset({'21212'}),frozenset({'22951'}),0.0555255773796676,0.019102093675804014,0.010198575437081804,0.1836734693877551,9.615358007609824,1.0,0.00913792065657229,1.20159993524714,0.9486754651583538,0.15829145728643215,0.16777625342138178,0.35878588723625043
frozenset({'22951'}),frozenset({'21212'}),0.019102093675804014,0.0555255773796676,0.010198575437081804,0.5338983050847458,9.615358007609824,1.0,0.00913792065657229,2.0263269430763495,0.9134484908497452,0.15829145728643215,0.5064962229235278,0.35878588723625043
frozenset({'22411'}),frozenset({'21929'}),0.042628966112669975,0.032484351392186486,0.013759982732570689,0.3227848101265823,9.93662475293326,1.0,0.012375208417881107,1.4286679671031264,0.9394082060735466,0.22427440633245385,0.300047300684095,0.37318642499684596
frozenset({'21929'}),frozenset({'22411'}),0.032484351392186486,0.042628966112669975,0.013759982732570689,0.4235880398671097,9.936624752933263,1.0,0.012375208417881107,1.6609145890494892,0.9295583040801374,0.22427440633245385,0.39792208064577145,0.37318642499684596
frozenset({'85099B'}),frozenset({'21929'}),0.08633714655730629,0.032484351392186486,0.017860997194042737,0.20687499999999998,6.3684509966777405,1.0,0.015056390987076496,1.2198778863455488,0.922633487566759,0.17691074291822553,0.18024581706636922,0.37835444352159464
frozenset({'21929'}),frozenset({'85099B'}),0.032484351392186486,0.08633714655730629,0.017860997194042737,0.5498338870431894,6.3684509966777405,1.0,0.015056390987076496,2.029612685507386,0.87127887403683,0.17691074291822553,0.5072951567850452,0.37835444352159464
frozenset({'21929'}),frozenset({'85099F'}),0.032484351392186486,0.03529030865529894,0.010846104036261602,0.3338870431893688,9.461153951659607,1.0,0.00969972124916415,1.4482674169314464,0.9243309387252251,0.19052132701421806,0.3095197832187819,0.3206132463653266
frozenset({'85099F'}),frozenset({'21929'}),0.03529030865529894,0.032484351392186486,0.010846104036261602,0.30733944954128445,9.461153951659607,1.0,0.00969972124916415,1.3968106715000221,0.9270194502373466,0.19052132701421806,0.2840833619017894,0.3206132463653266
frozenset({'21928'}),frozenset({'21929'}),0.029246708396287503,0.032484351392186486,0.015216922080725233,0.5202952029520296,16.016795184563144,1.0,0.014266861728115419,2.0168980059439807,0.9658123701504776,0.32714617169373555,0.5041891077025662,0.49436687057900486
frozenset({'21929'}),frozenset({'21928'}),0.032484351392186486,0.029246708396287503,0.015216922080725233,0.46843853820598014,16.016795184563144,1.0,0.014266861728115419,1.8262296298294844,0.9690443133857832,0.32714617169373555,0.45242373485454274,0.49436687057900486
frozenset({'22411'}),frozenset({'85099C'}),0.042628966112669975,0.03502050507230736,0.012788689833800992,0.3,8.566409861325115,1.0,0.011295801909825015,1.3785421356109895,0.9225942208694998,0.19717138103161397,0.27459598501370014,0.3325885978428351
frozenset({'85099C'}),frozenset({'22411'}),0.03502050507230736,0.042628966112669975,0.012788689833800992,0.36517719568567025,8.566409861325116,1.0,0.011295801909825015,1.5080917499827116,0.9153199500456671,0.19717138103161397,0.3369103703329298,0.3325885978428351
frozenset({'85099C'}),frozenset({'85099B'}),0.03502050507230736,0.08633714655730629,0.019533779408590544,0.5577812018489984,6.460500770416023,1.0,0.016510208929651854,2.066087776600377,0.8758872511719052,0.19183889772125065,0.5159934581068768,0.39201560092449916
frozenset({'85099B'}),frozenset({'85099C'}),0.08633714655730629,0.03502050507230736,0.019533779408590544,0.22624999999999995,6.460500770416023,1.0,0.016510208929651854,1.247146358549522,0.9250821942302846,0.19183889772125065,0.19816949057764352,0.39201560092449916
frozenset({'85099C'}),frozenset({'85099F'}),0.03502050507230736,0.03529030865529894,0.011061946902654867,0.31587057010785824,8.950632118102186,1.0,0.009826062469388677,1.4101274542403401,0.9205128729696959,0.18670309653916212,0.2908442446156633,0.3146631138001065
frozenset({'85099F'}),frozenset({'85099C'}),0.03529030865529894,0.03502050507230736,0.011061946902654867,0.31345565749235477,8.950632118102185,1.0,0.009826062469388677,1.405560333369067,0.9207703158808072,0.18670309653916212,0.2885399678268925,0.3146631138001065
frozenset({'20725'}),frozenset({'22411'}),0.06955536369522987,0.042628966112669975,0.01041441830347507,0.14972847168347556,3.512364604098948,1.0,0.00744934506155668,1.1259591812780734,0.7687631145055784,0.10233297985153765,0.11186833712310726,0.197016134575915
frozenset({'22411'}),frozenset({'20725'}),0.042628966112669975,0.06955536369522987,0.01041441830347507,0.24430379746835443,3.5123646040989485,1.0,0.00744934506155668,1.231241646031438,0.7471413810968148,0.10233297985153765,0.1878117482273122,0.197016134575915
frozenset({'20725'}),frozenset({'22662'}),0.06955536369522987,0.03226850852579322,0.016673861428879777,0.2397207137315749,7.428936901126332,1.0,0.014429413582465604,1.2728631556227068,0.9300835365488589,0.1958174904942966,0.2143695922200037,0.37822156087916536
frozenset({'22662'}),frozenset({'20725'}),0.03226850852579322,0.06955536369522987,0.016673861428879777,0.5167224080267558,7.42893690112633,1.0,0.014429413582465604,1.9252799048797666,0.8942472633384618,0.1958174904942966,0.48059500467156757,0.37822156087916536
frozenset({'20725'}),frozenset({'85099B'}),0.06955536369522987,0.08633714655730629,0.02293330455428448,0.3297129557796742,3.818900310318076,1.0,0.01692809292508268,1.3630919190829076,0.7933244863218151,0.17248376623376627,0.26637375953867953,0.2976689778898371
frozenset({'85099B'}),frozenset({'20725'}),0.08633714655730629,0.06955536369522987,0.02293330455428448,0.265625,3.8189003103180763,1.0,0.01692809292508268,1.2669884409256444,0.8078959436361364,0.17248376623376627,0.21072681667923215,0.2976689778898371
frozenset({'22384'}),frozenset({'20725'}),0.050237427153032595,0.06955536369522987,0.028221454780919492,0.5617615467239527,8.076466240409847,1.0,0.024727172264177692,2.1231469519601496,0.9225289541714071,0.30819092516205066,0.529001042967482,0.4837512155652347
frozenset({'20725'}),frozenset({'22384'}),0.06955536369522987,0.050237427153032595,0.028221454780919492,0.40574088440651673,8.076466240409847,1.0,0.024727172264177692,1.5982297080936567,0.9416825449382901,0.30819092516205066,0.3743077137561257,0.4837512155652347
frozenset({'20725'}),frozenset({'22382'}),0.06955536369522987,0.053313187999136626,0.025199654651413772,0.3622963537626067,6.795623510049219,1.0,0.02149143647038166,1.484524696677753,0.9166009829765509,0.25801104972375694,0.3263837225221516,0.4174842092699673
frozenset({'22382'}),frozenset({'20725'}),0.053313187999136626,0.06955536369522987,0.025199654651413772,0.472672064777328,6.795623510049219,1.0,0.02149143647038166,1.7644516327622128,0.9008749857196005,0.25801104972375694,0.4332516792004548,0.4174842092699673
frozenset({'20725'}),frozenset({'20726'}),0.06955536369522987,0.04424778761061947,0.02336499028707101,0.3359193173002327,7.591776570985259,1.0,0.020287319327105088,1.439210983376065,0.9331866638254249,0.2583532219570406,0.30517484124931754,0.4319840488940188
frozenset({'20726'}),frozenset({'20725'}),0.04424778761061947,0.06955536369522987,0.02336499028707101,0.5280487804878049,7.59177657098526,1.0,0.020287319327105088,1.9714847590953788,0.9084766059361902,0.2583532219570406,0.4927680798004988,0.4319840488940188
frozenset({'20725'}),frozenset({'20727'}),0.06955536369522987,0.05676667386142888,0.027897690481329594,0.4010861132660978,7.065520770957532,1.0,0.02394926383512941,1.5749064214930288,0.9226423393183633,0.28344298245614036,0.3650416390759339,0.44626549009312494
frozenset({'20727'}),frozenset({'20725'}),0.05676667386142888,0.06955536369522987,0.027897690481329594,0.4914448669201521,7.065520770957533,1.0,0.02394926383512941,1.8295845932572303,0.9101328293401909,0.28344298245614036,0.45342784166121086,0.44626549009312494
frozenset({'22383'}),frozenset({'20725'}),0.056281027412044035,0.06955536369522987,0.028005611914526225,0.4976030680728667,7.154057453472744,1.0,0.0240909645837403,1.8520109840951817,0.911520492209196,0.2862658576944291,0.4600463989750256,0.45012038585955205
frozenset({'20725'}),frozenset({'22383'}),0.06955536369522987,0.056281027412044035,0.028005611914526225,0.4026377036462374,7.154057453472744,1.0,0.0240909645837403,1.5798100722933446,0.9245248441829511,0.2862658576944291,0.36701251780959865,0.45012038585955205
frozenset({'20725'}),frozenset({'20728'}),0.06955536369522987,0.052126052233973666,0.024767968918627238,0.3560899922420481,6.8313247787056275,1.0,0.021142322397496652,1.4720596610486845,0.9174275134477229,0.2555679287305122,0.3206797071746349,0.41562263587257686
frozenset({'20728'}),frozenset({'20725'}),0.052126052233973666,0.06955536369522987,0.024767968918627238,0.4751552795031056,6.8313247787056275,1.0,0.021142322397496652,1.7727998395866034,0.9005580447671119,0.2555679287305122,0.4359205265760919,0.41562263587257686
frozenset({'22355'}),frozenset({'20725'}),0.03156701921001511,0.06955536369522987,0.010306496870278438,0.3264957264957265,4.694040964638328,1.0,0.008110841368351529,1.3814977467976917,0.8126157968911953,0.11348781937017233,0.2761479326926175,0.23733630389953123
frozenset({'20725'}),frozenset({'22355'}),0.06955536369522987,0.03156701921001511,0.010306496870278438,0.14817688130333595,4.694040964638328,1.0,0.008110841368351529,1.1368944555904286,0.8457934064145614,0.11348781937017233,0.1204108744811624,0.23733630389953123
frozenset({'20725'}),frozenset({'20724'}),0.06955536369522987,0.039876969566155836,0.012950571983595942,0.1861908456167572,4.669132274654594,1.0,0.01017691486235836,1.1797889287218541,0.8445719519031879,0.1342281879194631,0.15239075765580534,0.25547701956074664
frozenset({'20724'}),frozenset({'20725'}),0.039876969566155836,0.06955536369522987,0.012950571983595942,0.32476319350473615,4.669132274654594,1.0,0.01017691486235836,1.3779530786156817,0.8184653609097211,0.1342281879194631,0.2742858842446077,0.25547701956074664
frozenset({'23207'}),frozenset({'20725'}),0.03491258363911073,0.06955536369522987,0.013921864882365638,0.3987635239567234,5.733037723790534,1.0,0.011493507429807159,1.5475518758076767,0.8554379509051151,0.15375446960667463,0.3538181074039319,0.2994593414973687
frozenset({'20725'}),frozenset({'23207'}),0.06955536369522987,0.03491258363911073,0.013921864882365638,0.20015515903801398,5.733037723790534,1.0,0.011493507429807159,1.206593287768367,0.8872880445362167,0.15375446960667463,0.17122031911056612,0.2994593414973687
frozenset({'20725'}),frozenset({'23199'}),0.06955536369522987,0.03874379451759119,0.010630261169868337,0.15283165244375488,3.9446743497042696,1.0,0.007935422451264029,1.1346696418194366,0.8022977616753773,0.10883977900552487,0.118686212141443,0.21360245574833986
frozenset({'23199'}),frozenset({'20725'}),0.03874379451759119,0.06955536369522987,0.010630261169868337,0.2743732590529248,3.944674349704269,1.0,0.007935422451264029,1.2822634335255758,0.7765813576158376,0.10883977900552487,0.22012905160174,0.21360245574833986
frozenset({'23206'}),frozenset({'20725'}),0.04672998057414202,0.06955536369522987,0.02099071875674509,0.4491916859122402,6.458045246955497,1.0,0.017740397962439612,1.6892349162262705,0.8865844576178894,0.2202718006795017,0.40801602524651365,0.3754880074247004
frozenset({'20725'}),frozenset({'23206'}),0.06955536369522987,0.04672998057414202,0.02099071875674509,0.3017843289371606,6.458045246955497,1.0,0.017740397962439612,1.3652945055999235,0.9083338762557347,0.2202718006795017,0.2675572955883313,0.3754880074247004
frozenset({'20725'}),frozenset({'23208'}),0.06955536369522987,0.03221454780919491,0.01419166846535722,0.2040341349883631,6.333602327645468,1.0,0.011950973876211298,1.2158630096237308,0.9050640266430925,0.1620455945779421,0.17753892331220208,0.32228507419434904
frozenset({'23208'}),frozenset({'20725'}),0.03221454780919491,0.06955536369522987,0.01419166846535722,0.440536013400335,6.333602327645468,1.0,0.011950973876211298,1.6631001433351729,0.8701432401118954,0.1620455945779421,0.39871329816940254,0.32228507419434904
frozenset({'20725'}),frozenset({'23209'}),0.06955536369522987,0.05428448089790632,0.022609540254694582,0.32505818463925523,5.988049977867473,1.0,0.01883376344283395,1.4011808093363205,0.8952716726250644,0.22334754797441367,0.28631623175480303,0.3707795893375203
frozenset({'23209'}),frozenset({'20725'}),0.05428448089790632,0.06955536369522987,0.022609540254694582,0.41650099403578533,5.988049977867474,1.0,0.01883376344283395,1.5945950666483797,0.8808153287158499,0.22334754797441367,0.37288154158041953,0.3707795893375203
frozenset({'20725'}),frozenset({'23203'}),0.06955536369522987,0.05827757392618174,0.013921864882365638,0.20015515903801398,3.434514266011551,1.0,0.00986834703265442,1.1773813842959764,0.7618271789428537,0.12221695878730458,0.15065754110087526,0.21952202396345144
frozenset({'23203'}),frozenset({'20725'}),0.05827757392618174,0.06955536369522987,0.013921864882365638,0.23888888888888887,3.4345142660115506,1.0,0.00986834703265442,1.2224820039040776,0.7527037615466208,0.12221695878730458,0.18199204830301507,0.21952202396345144
frozenset({'21080'}),frozenset({'21094'}),0.03949924454996762,0.017537232894452838,0.012357004101014462,0.3128415300546448,17.83870533837747,1.0,0.011664296650186732,1.4297470089885893,0.9827604141111819,0.2765700483091788,0.3005755607718283,0.5087284573350147
frozenset({'21094'}),frozenset({'21080'}),0.017537232894452838,0.03949924454996762,0.012357004101014462,0.7046153846153846,17.83870533837747,1.0,0.011664296650186732,3.2516952658464637,0.9607917488426999,0.2765700483091788,0.6924681071737252,0.5087284573350147
frozenset({'21094'}),frozenset({'21086'}),0.017537232894452838,0.01537880423052018,0.012734729117202677,0.7261538461538461,47.217835357624836,1.0,0.012465027445773848,3.5955268384840555,0.9962937983435316,0.6310160427807487,0.7218766414710953,0.7771120107962213
frozenset({'21086'}),frozenset({'21094'}),0.01537880423052018,0.017537232894452838,0.012734729117202677,0.8280701754385965,47.217835357624836,1.0,0.012465027445773848,5.714324257654714,0.9941097816868899,0.6310160427807487,0.8250011803827139,0.7771120107962213
frozenset({'22720'}),frozenset({'22961'}),0.06183898122167062,0.04683790200733866,0.010900064752859918,0.1762652705061082,3.763304139423038,1.0,0.008003656610165654,1.1571226316732943,0.7826759438856574,0.11147902869757173,0.13578736373523537,0.2044920822576624
frozenset({'22961'}),frozenset({'22720'}),0.04683790200733866,0.06183898122167062,0.010900064752859918,0.23271889400921658,3.763304139423038,1.0,0.008003656610165654,1.222708354804189,0.7703580140622758,0.11147902869757173,0.18214348002868985,0.2044920822576624
frozenset({'21166'}),frozenset({'21175'}),0.032484351392186486,0.03734081588603497,0.015756529246708395,0.4850498338870432,12.989802776870931,1.0,0.014543537062195496,1.869422028505184,0.954006830214915,0.29141716566866266,0.46507530950642856,0.4535075759030591
frozenset({'21175'}),frozenset({'21166'}),0.03734081588603497,0.032484351392186486,0.015756529246708395,0.4219653179190751,12.989802776870931,1.0,0.014543537062195496,1.6738020720915172,0.9588196449413354,0.29141716566866266,0.4025577954086057,0.4535075759030591
frozenset({'85152'}),frozenset({'21175'}),0.03183682279300669,0.03734081588603497,0.014245629181955537,0.4474576271186441,11.98307044185363,1.0,0.013056816243645552,1.7422359467093234,0.946688487821026,0.2593320235756385,0.4260249296952193,0.4144802586460272
frozenset({'21175'}),frozenset({'85152'}),0.03734081588603497,0.03183682279300669,0.014245629181955537,0.3815028901734104,11.98307044185363,1.0,0.013056816243645552,1.5653479407178488,0.9521011686370431,0.2593320235756385,0.3611643941976168,0.4144802586460272
frozenset({'21181'}),frozenset({'21175'}),0.0374487373192316,0.03734081588603497,0.014029786315562271,0.37463976945244953,10.032982958804617,1.0,0.012631419910160358,1.539367451094681,0.935356671582706,0.23090586145648317,0.35038252284152444,0.37518115640252536
frozenset({'21175'}),frozenset({'21181'}),0.03734081588603497,0.0374487373192316,0.014029786315562271,0.3757225433526012,10.032982958804618,1.0,0.012631419910160358,1.5418645226275274,0.9352518109692998,0.23090586145648317,0.35143458758887797,0.37518115640252536
frozenset({'22138'}),frozenset({'22139'}),0.046082451974962226,0.04440966976041442,0.012518886250809411,0.2716627634660422,6.117198459966821,1.0,0.010472379776851181,1.3120163055057978,0.8769379240123121,0.1605536332179931,0.23781435047448718,0.276779133859388
frozenset({'22139'}),frozenset({'22138'}),0.04440966976041442,0.046082451974962226,0.012518886250809411,0.2818955042527339,6.117198459966821,1.0,0.010472379776851181,1.3283826430196382,0.8754028245914312,0.1605536332179931,0.2472048582877964,0.276779133859388
frozenset({'22411'}),frozenset({'85099B'}),0.042628966112669975,0.08633714655730629,0.021368443772933305,0.5012658227848101,5.805911392405063,1.0,0.017687980478077275,1.8319635893901727,0.8646195923842187,0.19859578736208625,0.4541376227172278,0.3743829113924051
frozenset({'85099B'}),frozenset({'22411'}),0.08633714655730629,0.042628966112669975,0.021368443772933305,0.2475,5.805911392405063,1.0,0.017687980478077275,1.2722538656310034,0.905981621077298,0.19859578736208625,0.21399334911509413,0.3743829113924051
frozenset({'21928'}),frozenset({'22411'}),0.029246708396287503,0.042628966112669975,0.012357004101014462,0.4225092250922509,9.911317670138727,1.0,0.011110247159881981,1.6578118222585714,0.9261933485609424,0.2076155938349955,0.3967952293658885,0.356191321406885
frozenset({'22411'}),frozenset({'21928'}),0.042628966112669975,0.029246708396287503,0.012357004101014462,0.28987341772151903,9.911317670138729,1.0,0.011110247159881981,1.3670144391567431,0.9391398005079108,0.2076155938349955,0.26847883141829854,0.356191321406885
frozenset({'22411'}),frozenset({'23203'}),0.042628966112669975,0.05827757392618174,0.013328296999784156,0.31265822784810127,5.364983591186123,1.0,0.010843984275756335,1.3700934007335477,0.8498336708293457,0.15218730745532963,0.2701227526060631,0.2706809657759025
frozenset({'23203'}),frozenset({'22411'}),0.05827757392618174,0.042628966112669975,0.013328296999784156,0.2287037037037037,5.364983591186123,1.0,0.010843984275756335,1.2412493596618444,0.8639553625861935,0.15218730745532963,0.19436010805078552,0.2706809657759025
frozenset({'23202'}),frozenset({'22411'}),0.04165767321390028,0.042628966112669975,0.011223829052449816,0.2694300518134715,6.320351544566145,1.0,0.009448005512681781,1.3104440392925867,0.8783718814968815,0.1536189069423929,0.23689988277574422,0.26636059552698893
frozenset({'22411'}),frozenset({'23202'}),0.042628966112669975,0.04165767321390028,0.011223829052449816,0.26329113924050634,6.320351544566145,1.0,0.009448005512681781,1.3008426772526098,0.8792630264561275,0.1536189069423929,0.23126753335614095,0.26636059552698893
frozenset({'85152'}),frozenset({'21166'}),0.03183682279300669,0.032484351392186486,0.014137707748758903,0.44406779661016954,13.67020665578017,1.0,0.013103509209940103,1.740348270361616,0.9573264488372628,0.2817204301075269,0.42540236512993096,0.4396418717270117
frozenset({'21166'}),frozenset({'85152'}),0.032484351392186486,0.03183682279300669,0.014137707748758903,0.43521594684385384,13.67020665578017,1.0,0.013103509209940103,1.7142183314076767,0.9579671581170202,0.2817204301075269,0.4166437368693735,0.4396418717270117
frozenset({'21181'}),frozenset({'21166'}),0.0374487373192316,0.032484351392186486,0.014299589898553853,0.3818443804034582,11.75471770371576,1.0,0.013083091956282246,1.5651651751371154,0.9505236859196078,0.2570320077594568,0.36108979685649123,0.4110218579758155
frozenset({'21166'}),frozenset({'21181'}),0.032484351392186486,0.0374487373192316,0.014299589898553853,0.44019933554817275,11.754717703715759,1.0,0.013083091956282246,1.719453590901551,0.9456464868619053,0.2570320077594568,0.41841989496461135,0.4110218579758155
frozenset({'22469'}),frozenset({'22470'}),0.05185624865098209,0.04322253399525146,0.021962011655514785,0.42351716961498437,9.798527075287003,1.0,0.019720653185331498,1.6596807668421723,0.9470545405324301,0.3003690036900369,0.39747449028847165,0.46581601302222375
frozenset({'22470'}),frozenset({'22469'}),0.04322253399525146,0.05185624865098209,0.021962011655514785,0.5081148564294632,9.798527075287005,1.0,0.019720653185331498,1.9275714335801102,0.9385085630644255,0.3003690036900369,0.48121248189350696,0.46581601302222375
frozenset({'22470'}),frozenset({'23322'}),0.04322253399525146,0.027573926181739695,0.010360457586876754,0.2397003745318352,8.69300849476315,1.0,0.009168642625103956,1.279003752263426,0.9249434253567198,0.17142857142857143,0.21814146500327228,0.3077171148588726
frozenset({'23322'}),frozenset({'22470'}),0.027573926181739695,0.04322253399525146,0.010360457586876754,0.37573385518590996,8.69300849476315,1.0,0.009168642625103956,1.532643527048359,0.9100589243105266,0.17142857142857143,0.3475325590381413,0.3077171148588726
frozenset({'22469'}),frozenset({'23321'}),0.05185624865098209,0.03140513706022016,0.010846104036261602,0.20915712799167532,6.659965456944548,1.0,0.009217551439948653,1.2247627148488531,0.8963293486468971,0.14977645305514156,0.18351531453714356,0.27725897636697167
frozenset({'23321'}),frozenset({'22469'}),0.03140513706022016,0.05185624865098209,0.010846104036261602,0.34536082474226804,6.659965456944549,1.0,0.009217551439948653,1.4483455729268464,0.8774040660208707,0.14977645305514156,0.30955704308939225,0.27725897636697167
frozenset({'22384'}),frozenset({'22662'}),0.050237427153032595,0.03226850852579322,0.01268076840060436,0.25241675617615467,7.822386831867054,1.0,0.011059681554202812,1.2944799117277106,0.918294535972932,0.18160741885625967,0.2274889776656908,0.3226966724024586
frozenset({'22662'}),frozenset({'22384'}),0.03226850852579322,0.050237427153032595,0.01268076840060436,0.39297658862876256,7.822386831867054,1.0,0.011059681554202812,1.564622640668007,0.9012435668372686,0.18160741885625967,0.36086825410307527,0.3226966724024586
frozenset({'22382'}),frozenset({'22662'}),0.053313187999136626,0.03226850852579322,0.01921001510900065,0.3603238866396762,11.166425195997457,1.0,0.017489678047513293,1.5128460657856273,0.9617180815362466,0.28943089430894314,0.3389942158585078,0.4778208061960923
frozenset({'22662'}),frozenset({'22382'}),0.03226850852579322,0.053313187999136626,0.01921001510900065,0.5953177257525084,11.166425195997457,1.0,0.017489678047513293,2.3393335271756874,0.9408041721017014,0.28943089430894314,0.5725278211152237,0.4778208061960923
frozenset({'22662'}),frozenset({'20726'}),0.03226850852579322,0.04424778761061947,0.013652061299374055,0.4230769230769231,9.561538461538461,1.0,0.012224251187613293,1.6566371681415932,0.9252714498616138,0.21716738197424892,0.39636752136752135,0.36580675422138836
frozenset({'20726'}),frozenset({'22662'}),0.04424778761061947,0.03226850852579322,0.013652061299374055,0.30853658536585366,9.561538461538461,1.0,0.012224251187613293,1.3995411340544086,0.9368686868686867,0.21716738197424892,0.285480093676815,0.36580675422138836
frozenset({'22662'}),frozenset({'20727'}),0.03226850852579322,0.05676667386142888,0.014245629181955537,0.4414715719063545,7.776949781909279,1.0,0.012413853282477096,1.6887830210504955,0.9004717634694216,0.1904761904761905,0.40785761845357904,0.3462110711242799
frozenset({'20727'}),frozenset({'22662'}),0.05676667386142888,0.03226850852579322,0.014245629181955537,0.2509505703422053,7.776949781909279,1.0,0.012413853282477096,1.2919461028310475,0.9238593024062132,0.1904761904761905,0.22597390261970274,0.3462110711242799
frozenset({'22383'}),frozenset({'22662'}),0.056281027412044035,0.03226850852579322,0.01618821497949493,0.28763183125599234,8.913700830829516,1.0,0.014372110166608984,1.3584709900506025,0.9407600968227647,0.2237136465324385,0.26387828130010316,0.39465203602933396
frozenset({'22662'}),frozenset({'22383'}),0.03226850852579322,0.056281027412044035,0.01618821497949493,0.5016722408026756,8.913700830829514,1.0,0.014372110166608984,1.893771629555697,0.9174168246533586,0.2237136465324385,0.4719532258308184,0.39465203602933396
frozenset({'22662'}),frozenset({'20728'}),0.03226850852579322,0.052126052233973666,0.013220375566587525,0.4096989966555184,7.859774126314769,1.0,0.011538345605659603,1.6057468010313989,0.9018719431566538,0.18574677786201665,0.37723681008881177,0.3316610925306578
frozenset({'20728'}),frozenset({'22662'}),0.052126052233973666,0.03226850852579322,0.013220375566587525,0.2536231884057971,7.859774126314769,1.0,0.011538345605659603,1.2965722895479663,0.9207657650330996,0.18574677786201665,0.22873563775712236,0.3316610925306578
frozenset({'23206'}),frozenset({'22662'}),0.04672998057414202,0.03226850852579322,0.011007986186056551,0.23556581986143188,7.300176879050261,1.0,0.009500079409489697,1.2659448211732072,0.9053227313794305,0.16190476190476194,0.2100761555521387,0.28835147180362564
frozenset({'22662'}),frozenset({'23206'}),0.03226850852579322,0.04672998057414202,0.011007986186056551,0.3411371237458194,7.30017687905026,1.0,0.009500079409489697,1.4468412985194494,0.8917938760203534,0.16190476190476194,0.308839192644488,0.28835147180362564
frozenset({'23209'}),frozenset({'22662'}),0.05428448089790632,0.03226850852579322,0.010846104036261602,0.19980119284294237,6.191832283888642,1.0,0.009094424801589252,1.209363826612487,0.8866270042007239,0.14326443335709196,0.17311897545251523,0.2679607970903675
frozenset({'22662'}),frozenset({'23209'}),0.03226850852579322,0.05428448089790632,0.010846104036261602,0.33612040133779264,6.191832283888641,1.0,0.009094424801589252,1.4245286660530279,0.866456165697663,0.14326443335709196,0.29801342448887214,0.2679607970903675
frozenset({'22384'}),frozenset({'85099B'}),0.050237427153032595,0.08633714655730629,0.01494711849773365,0.2975295381310419,3.4461358754027924,1.0,0.010609762386960276,1.3006423800537428,0.7473656423771459,0.12289263531499557,0.23114914957739593,0.23532726906552093
frozenset({'85099B'}),frozenset({'22384'}),0.08633714655730629,0.050237427153032595,0.01494711849773365,0.17312499999999997,3.446135875402792,1.0,0.010609762386960276,1.1486168681444806,0.7768947951500202,0.12289263531499557,0.12938767683654334,0.23532726906552093
frozenset({'22382'}),frozenset({'85099B'}),0.053313187999136626,0.08633714655730629,0.011709475501834665,0.2196356275303644,2.5439296558704454,1.0,0.007106566976115983,1.170815692868199,0.641085691590965,0.0915225643188528,0.1458946048542826,0.17763031376518218
frozenset({'85099B'}),frozenset({'22382'}),0.08633714655730629,0.053313187999136626,0.011709475501834665,0.135625,2.5439296558704454,1.0,0.007106566976115983,1.0952269697768484,0.6642574635761805,0.0915225643188528,0.08694724692202463,0.17763031376518218
frozenset({'20727'}),frozenset({'85099B'}),0.05676667386142888,0.08633714655730629,0.014677314914742067,0.2585551330798479,2.994714828897338,1.0,0.009776242273997073,1.2322734895150176,0.7061650289406378,0.11428571428571425,0.18849183358349522,0.21427756653992394
